day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,NUM_COLLISIONS,Driver_Inattention,Following_Too_Close,Traffic_Control_Disregarded,Unsafe_Speed,Pavement_Slippery,Alcohol_Involvement,Reaction_Uninvolved_Vehicle,View_Obstructed,Outside_Car_Distraction,Pedestrian_Bicyclist_Confusion,Aggressive_Driving_Rage,Obstruction_Debris,Glare,Pavement_Defective,Animals_Action,Driverless_Runaway_Vehicle,Lighting_Defects,Tinted_Windows,Windshield_Inadequate
7,2018,9,30,30/09/2018,62.4,50.3,1026.3,10,1.9,7,0,72,54,0,0,0,0,0,245,128,57,15,11,0,5,12,2,2,6,6,0,0,0,0,1,0,0,0
3,2017,11,1,01/11/2017,50,33.6,1025.6,10,2.4,7,0,57,43,0,0,0,0,0,251,133,61,12,12,0,6,10,5,1,4,3,1,0,0,0,2,1,0,0
5,2017,4,14,14/04/2017,56.4,26.5,1028.3,10,3.2,7,15.9,66,48,0,0,0,0,0,261,136,58,9,14,0,7,11,4,3,9,2,0,4,1,0,3,0,0,0
7,2019,11,10,10/11/2019,43.9,24,1019,10,3.9,7,0,51.1,27,0,0,0,0,0,232,143,40,7,11,0,16,4,1,1,3,2,1,1,0,1,1,0,0,0
5,2017,8,25,25/08/2017,70.5,53.5,1017.9,10,2.1,7,0,80.1,63,0,0,0,0,0,294,147,65,13,11,0,10,21,6,2,5,6,0,1,5,0,2,0,0,0
1,2017,6,26,26/06/2017,72.4,51,1015.7,10,3.5,7,0,82.9,64,0,0,0,0,0,311,153,82,17,8,0,9,12,8,4,13,0,2,2,0,0,1,0,0,0
2,2017,7,18,18/07/2017,79.6,69.5,1018.2,10,1.9,7,0,88,73,0,0,0,0,0,299,158,78,13,13,0,2,11,5,0,9,6,1,1,1,0,1,0,0,0
1,2018,5,21,21/05/2018,68.1,49.9,1020.4,10,2.4,7,17.1,81,55.9,0,0,0,0,0,291,160,70,12,4,0,6,8,5,2,9,3,0,4,6,1,1,0,0,0
2,2018,1,16,16/01/2018,29.1,22.2,1032,10,3.9,7,0,36,16,0,0,0,0,0,265,160,52,8,8,0,3,13,6,2,6,4,0,0,1,0,2,0,0,0
6,2016,10,29,29/10/2016,49.2,35.5,1019.4,10,3.2,7,15.9,62.1,39,0,0,0,0,0,295,174,61,14,14,0,11,8,2,1,4,1,0,0,1,1,3,0,0,0
5,2017,12,22,22/12/2017,40,24.1,1023.8,10,3.1,7,0,50,32,0,0,0,0,0,339,177,88,10,16,0,10,17,8,3,1,2,2,1,1,2,1,0,0,0
4,2019,7,25,25/07/2019,76.4,58.6,1018.2,10,1.6,7,0,84,66.9,0,0,0,0,0,294,179,64,8,8,0,8,6,7,1,3,2,0,1,4,2,1,0,0,0
2,2019,7,16,16/07/2019,81.5,61.3,1017.2,10,2.2,7,0,91,68,0,0,0,0,0,313,179,79,13,10,0,8,6,5,2,4,5,0,1,0,0,1,0,0,0
5,2019,6,7,07/06/2019,72.8,59.3,1012.2,10,2.1,7,0,82.9,66,0,0,0,0,0,332,186,78,16,12,0,4,16,6,2,5,4,1,0,0,0,1,0,1,0
1,2019,7,15,15/07/2019,78.2,56.2,1016.8,10,3.1,7,0,89.1,68,0,0,0,0,0,322,188,81,14,11,0,6,11,3,0,5,0,0,1,0,1,1,0,0,0
4,2017,6,22,22/06/2017,75.8,59.2,1014.5,10,1.9,7,0,82.9,68,0,0,0,0,0,364,191,99,15,10,0,6,13,11,2,8,3,0,1,0,1,3,1,0,0
4,2017,12,21,21/12/2017,35.6,16.6,1020.4,10,3.7,7,0,51.1,32,0,0,0,0,0,341,196,63,18,12,0,9,11,7,5,3,3,0,11,0,1,2,0,0,0
5,2016,10,14,14/10/2016,54.4,38.1,1025.4,10,4.1,7,0,66.9,46.9,0,0,0,0,0,366,202,83,14,14,0,5,10,4,4,14,5,1,5,1,0,3,0,1,0
4,2017,5,18,18/05/2017,83.2,62.5,1012.5,10,4.6,7,17.1,91.9,64.9,0,0,0,0,0,446,234,124,14,17,0,8,25,8,3,3,3,2,1,2,0,2,0,0,0
5,2017,5,19,19/05/2017,83,63.2,1011.1,10,4.7,8,19,91.9,75,0,0,0,0,0,479,266,117,27,11,0,8,17,7,2,12,4,3,1,1,0,3,0,0,0
6,2016,3,19,19/03/2016,42.3,16.3,1017.6,10,4.1,8,15,57,36,0,0,0,0,0,220,98,49,11,20,0,15,8,5,1,2,4,2,1,0,1,2,1,0,0
7,2016,4,17,17/04/2016,56.1,30.7,1029.3,10,2.3,8,0,75,43,0,0,0,0,0,272,112,83,16,21,0,17,4,5,1,6,0,0,1,3,2,1,0,0,0
6,2019,5,25,25/05/2019,63,48.6,1021.6,10,3.5,8,17.1,73,55,0,0,0,0,0,227,126,49,8,10,0,13,4,4,0,2,4,0,2,2,0,2,1,0,0
6,2019,10,26,26/10/2019,58.7,44.6,1022.8,10,3,8,0,64.9,52,0,0,0,1,0,248,138,43,17,13,0,13,9,4,0,5,3,1,0,0,1,1,0,0,0
7,2019,8,11,11/08/2019,72.3,51.5,1015.2,10,2.7,8,0,81,63,0,0,0,0,0,242,139,45,10,13,0,12,7,3,2,5,2,0,0,0,1,3,0,0,0
7,2019,7,28,28/07/2019,79.9,64.6,1019.4,10,5,8,15,88,72,0,0,0,0,0,244,139,50,19,8,0,7,7,3,1,2,5,1,0,1,0,1,0,0,0
6,2018,4,21,21/04/2018,48.3,22.2,1027.7,10,5.3,8,15.9,63,37,0,0,0,0,0,293,146,81,12,20,0,5,12,2,2,5,4,0,1,0,2,1,0,0,0
6,2019,8,31,31/08/2019,75.8,55.8,1021.4,10,3.7,8,0,86,66.9,0,0,0,0,0,238,152,39,7,6,0,6,7,8,2,3,3,0,1,1,1,2,0,0,0
4,2017,8,17,17/08/2017,75.7,59.6,1016.6,10,2.7,8,0,87.1,69.1,0,0,0,0,0,290,153,80,9,17,0,5,9,4,0,8,3,1,0,0,0,1,0,0,0
6,2019,12,21,21/12/2019,28.2,15.5,1036.3,10,2.9,8,0,35.1,21.9,0,0,0,0,0,240,154,38,9,9,0,8,8,4,2,2,2,2,0,0,0,2,0,0,0
2,2017,5,9,09/05/2017,53.3,33.1,1013.9,10,4.1,8,0,63,44.1,0,0,0,0,0,299,164,74,17,9,0,4,10,9,1,6,2,0,0,0,0,3,0,0,0
4,2018,4,12,12/04/2018,51.5,33.2,1016.8,10,3.8,8,20,63,37,0,0,0,0,0,279,166,65,9,9,0,3,15,4,1,2,0,3,0,1,0,1,0,0,0
2,2017,5,16,16/05/2017,66.2,44.1,1014.5,10,4.5,8,20,79,53.1,0,0,0,0,0,314,169,68,18,14,0,4,17,3,2,10,4,1,0,2,0,2,0,0,0
3,2017,7,26,26/07/2017,69.7,56.9,1023,10,4,8,0,77,62.1,0,0,0,0,0,304,169,75,12,7,0,5,11,1,3,7,6,3,0,1,1,3,0,0,0
4,2017,5,4,04/05/2017,55,32.3,1023.4,10,4.5,8,15.9,64.9,46.9,0,0,0,0,0,330,172,92,14,10,0,4,18,4,2,3,4,2,3,0,1,1,0,0,0
5,2017,9,1,01/09/2017,64.3,41.7,1018.3,10,3.9,8,0,81,55,0,0,0,0,0,330,173,78,20,13,0,9,18,6,0,4,2,3,2,0,1,1,0,0,0
4,2016,5,12,12/05/2016,66.5,41,1019.4,10,2.5,8,0,80.1,50,0,0,0,0,0,331,173,89,13,13,0,5,15,6,0,10,1,3,1,0,1,1,0,0,0
3,2016,10,5,05/10/2016,60,47.8,1026.7,10,5.2,8,0,69.1,53.1,0,0,0,0,0,327,182,68,5,13,0,5,19,7,2,10,7,2,1,1,2,1,1,1,0
4,2019,11,21,21/11/2019,44.8,29.2,1020.2,10,4,8,0,53.1,39,0,0,0,0,0,282,182,54,5,10,0,1,9,7,1,5,2,0,4,0,0,1,0,1,0
3,2016,10,26,26/10/2016,44.2,24.9,1028.8,10,4,8,15.9,52,37.9,0,0,0,0,0,327,182,73,13,23,0,10,13,4,0,1,1,1,5,0,0,1,0,0,0
2,2018,5,1,01/05/2018,61.1,31,1017.1,10,3.3,8,17.1,80.1,44.1,0,0,0,0,0,334,183,77,13,6,0,3,20,7,3,12,3,0,1,1,1,4,0,0,0
1,2019,11,4,04/11/2019,48.5,29,1026.2,10,2.3,8,15,55.9,41,0,0,0,0,0,314,190,65,12,13,0,5,9,6,1,7,3,1,1,0,0,1,0,0,0
5,2016,5,20,20/05/2016,63.4,39.4,1022.4,10,3.1,8,0,75.9,53.1,0,0,0,0,0,355,194,98,8,9,0,9,11,3,4,9,5,2,0,1,0,1,1,0,0
2,2017,10,17,17/10/2017,49.8,32.2,1025,10,3.6,8,14,69.1,42.1,0,0,0,0,0,357,197,81,18,11,0,3,16,8,3,5,2,2,6,0,1,4,0,0,0
7,2017,2,5,05/02/2017,35.2,13.9,1018.2,10,6.3,8.9,24.1,42.1,21.9,0,0,0,0,0,195,115,27,10,12,0,13,4,1,0,3,4,1,0,0,1,4,0,0,0
1,2017,4,17,17/04/2017,69.3,45.6,1013.1,10,6.1,8.9,21,87.1,59,0,0,0,0,0,229,115,49,13,11,0,4,16,7,2,6,2,2,1,0,0,1,0,0,0
7,2019,7,7,07/07/2019,78.5,67.3,1011.8,10,3.9,8.9,17.1,90,75,0,0,0,0,0,219,129,41,12,4,0,10,10,1,2,1,4,1,1,1,1,1,0,0,0
1,2016,4,18,18/04/2016,63.8,31,1022.7,10,2.8,8.9,0,82,44.1,0,0,0,0,0,280,135,74,13,19,0,5,9,7,1,4,0,1,8,0,1,1,2,0,0
2,2016,10,25,25/10/2016,48.6,30.5,1022.2,10,5.2,8.9,25.1,62.1,46,0,0,0,0,0,259,141,60,14,9,0,2,11,4,0,7,2,1,3,3,1,1,0,0,0
6,2018,5,5,05/05/2018,70.6,42.8,1015.5,10,4.8,8.9,20,84,61,0,0,0,0,0,298,151,73,10,11,0,12,18,4,2,4,8,2,0,1,1,1,0,0,0
6,2019,10,12,12/10/2019,59.8,46.6,1015.3,10,3.9,8.9,17.1,66.9,55,0,0,0,0,0,248,152,55,4,8,0,10,7,2,1,6,0,0,0,0,1,1,1,0,0
7,2019,6,23,23/06/2019,73.7,50,1014.7,10,3.6,8.9,15,82.9,61,0,0,0,0,0,290,152,67,9,13,0,13,15,4,2,3,6,2,1,1,1,1,0,0,0
7,2017,5,21,21/05/2017,59.3,39,1027.1,10,2.6,8.9,15.9,69.1,52,0,0,0,0,0,318,156,77,19,15,0,16,11,7,2,6,2,1,0,2,1,3,0,0,0
7,2017,6,11,11/06/2017,81.3,59.3,1016.7,10,4,8.9,18.1,90,66,0,0,0,0,0,330,173,84,10,14,0,14,10,3,4,10,4,1,1,0,1,1,0,0,0
1,2018,4,23,23/04/2018,54.7,27.8,1030.4,10,3.5,8.9,15,68,44.1,0,0,0,0,0,325,184,69,11,12,0,9,14,10,2,3,3,0,5,1,0,2,0,0,0
2,2018,7,10,10/07/2018,80.8,58.8,1014.1,10,3.2,8.9,15,93,66.9,0,0,0,0,0,342,185,86,13,10,0,7,13,13,2,6,1,1,3,0,0,2,0,0,0
1,2018,3,26,26/03/2018,40.6,20.3,1037.5,10,5.5,8.9,22.9,50,33.1,0,0,0,0,0,345,185,88,20,11,0,5,13,10,1,4,4,0,1,0,0,3,0,0,0
3,2018,5,2,02/05/2018,77,34.6,1017.1,10,4.7,8.9,27,89.1,64.9,0,0,0,0,0,354,188,97,14,10,0,5,6,13,2,9,5,0,2,1,1,1,0,0,0
4,2017,6,29,29/06/2017,74.6,58,1019.3,10,4.6,8.9,19,82,61,0,0,0,0,0,349,190,97,12,10,0,2,15,6,0,7,4,1,2,2,0,1,0,0,0
3,2017,6,28,28/06/2017,69.7,49.1,1018.3,10,4.3,8.9,18.1,78.1,60.1,0,0,0,0,0,347,197,78,11,11,0,4,16,6,1,11,3,1,1,5,0,1,1,0,0
2,2017,2,21,21/02/2017,40.8,18.8,1026.7,10,5.5,9.9,17.1,55,34,0,0,0,0,0,207,111,48,10,9,0,5,9,3,1,4,2,1,1,0,1,2,0,0,0
7,2017,4,30,30/04/2017,62.6,43.9,1021.9,10,5.4,9.9,17.1,84.9,54,0,0,0,0,0,223,128,33,14,11,0,15,7,2,0,2,3,2,1,0,2,1,2,0,0
6,2018,1,27,27/01/2018,42.6,28.2,1031.8,10,5.1,9.9,18.1,55.9,26.1,0,0,0,0,0,259,132,59,13,12,0,17,10,1,0,2,5,0,4,0,2,2,0,0,0
5,2019,12,6,06/12/2019,40.6,23.7,1017.6,10,6,9.9,21,50,34,0,0,0,0,0,250,142,53,9,7,0,9,12,7,0,4,6,0,0,0,0,1,0,0,0
7,2017,9,10,10/09/2017,63.7,49.1,1027,10,5,9.9,18.1,72,55,0,0,0,0,0,283,147,71,18,8,0,16,8,2,1,5,1,1,2,1,1,1,0,0,0
7,2017,10,1,01/10/2017,58.3,44.3,1027.5,10,3.8,9.9,17.1,68,50,0,0,0,0,0,290,152,58,13,16,0,13,11,8,1,3,4,2,5,0,0,3,1,0,0
5,2017,2,3,03/02/2017,30.6,11,1021.8,10,5.2,9.9,15,45,26.1,0,0,0,0,0,288,165,79,12,7,0,3,10,2,2,2,3,2,0,0,0,1,0,0,0
5,2017,6,2,02/06/2017,68,43.2,1013.8,10,4,9.9,18.1,75,57,0,0,0,0,0,337,176,92,16,13,0,7,10,10,2,7,1,1,0,0,1,1,0,0,0
1,2016,11,7,07/11/2016,46.6,27.3,1029.9,10,5.5,9.9,18.1,59,41,0,0,0,0,0,334,176,77,25,12,0,1,14,5,2,3,6,2,5,2,0,2,1,1,0
5,2018,4,13,13/04/2018,67.3,41.9,1010.7,10,5.7,9.9,20,82,46,0,0,0,0,0,359,197,83,21,13,0,6,14,7,1,4,8,1,2,0,1,1,0,0,0
5,2016,6,10,10/06/2016,66.2,36.4,1014.5,10,5.7,9.9,20,77,54,0,0,0,0,0,370,202,91,21,11,0,4,11,10,4,3,4,2,4,0,1,2,0,0,0
7,2018,4,1,01/04/2018,51.1,27.8,1016.3,10,5.7,11.1,19,60.1,39,0,0,0,0,0,201,100,49,11,9,0,11,9,2,3,1,3,1,0,0,1,1,0,0,0
7,2016,9,4,04/09/2016,70.8,54.2,1022.7,10,5.9,11.1,15,80.1,64.9,0,0,0,0,0,218,114,44,12,17,0,15,7,1,1,3,1,0,1,1,0,1,0,0,0
4,2016,3,31,31/03/2016,58.4,39,1016.1,10,6.1,11.1,22,72,46.9,0,0,0,0,0,270,133,59,9,14,0,9,13,7,0,13,6,2,1,2,1,1,0,0,0
3,2016,4,20,20/04/2016,58.5,19.9,1022.6,10,5.8,11.1,15.9,73,48.9,0,0,0,0,0,284,144,69,12,16,0,5,11,4,0,1,4,5,8,0,4,1,0,0,0
1,2017,4,10,10/04/2017,62.5,36.3,1021,10,4.9,11.1,20,73.9,45,0,0,0,0,0,279,153,67,13,9,0,6,8,6,3,6,2,2,0,1,0,2,1,0,0
5,2017,12,29,29/12/2017,15.4,-0.8,1026.8,10,6.2,11.1,19,21.9,10.9,0,0,0,0,0,290,158,71,18,16,0,4,14,1,2,1,1,0,2,1,0,1,0,0,0
1,2018,3,19,19/03/2018,39.4,10.8,1012.9,10,4.3,11.1,15,46.9,28,0,0,0,0,0,304,159,79,17,11,0,4,14,4,1,2,6,0,4,0,1,1,0,0,1
2,2019,3,12,12/03/2019,40.1,17.2,1020.8,10,8.1,11.1,22.9,53.1,34,0,0,0,0,0,273,167,61,8,10,0,2,8,6,1,2,3,0,3,1,0,1,0,0,0
3,2017,5,3,03/05/2017,61.4,34.9,1011.2,10,8.1,11.1,20,75,57.9,0,0,0,0,0,337,191,75,12,8,0,3,14,6,2,7,4,7,4,2,0,2,0,0,0
2,2019,5,21,21/05/2019,66.1,40.7,1011.8,10,5.9,11.1,19,84.9,55.9,0,0,0,0,0,357,224,76,9,9,0,3,17,4,1,7,2,0,3,0,1,1,0,0,0
2,2017,4,18,18/04/2017,57.4,32,1025.6,10,5.8,12,20,73.9,50,0,0,0,0,0,248,121,69,10,11,0,2,8,5,4,7,2,2,4,1,0,2,0,0,0
2,2016,4,19,19/04/2016,66.3,31.5,1016,10,6.4,12,24.1,82,51.1,0,0,0,0,0,283,128,77,14,14,0,8,14,5,2,4,4,1,6,3,1,1,1,0,0
6,2017,2,4,04/02/2017,27.6,5.2,1025.6,10,7.7,12,24.1,34,21.9,0,0,0,0,0,248,138,53,10,8,0,12,9,4,2,2,2,1,4,0,2,1,0,0,0
6,2016,12,3,03/12/2016,44.3,26.5,1015.4,10,7.6,12,22.9,46.9,41,0,0,0,0,0,259,139,55,9,9,0,14,9,2,2,10,3,0,3,0,1,2,1,0,0
6,2017,1,28,28/01/2017,36.6,20.9,1004.2,10,7.1,12,21,43,34,0,0,0,0,0,253,141,41,15,13,0,17,9,4,2,5,1,2,0,1,1,1,0,0,0
4,2019,9,5,05/09/2019,71,55.7,1017.3,10,4.4,12,21,87.1,64.9,0,0,0,0,0,283,175,51,13,10,0,3,10,6,2,4,3,2,0,1,0,2,1,0,0
5,2017,6,9,09/06/2017,66,46.8,1007.9,10,4.1,12,18.1,80.1,54,0,0,0,0,0,355,202,84,10,12,0,5,12,8,3,7,7,0,3,1,0,1,0,0,0
7,2019,8,25,25/08/2019,69.2,55.1,1024.1,10,6.3,13,21,77,63,0,0,0,0,0,234,154,42,5,8,0,6,7,2,2,1,4,0,1,1,0,1,0,0,0
5,2019,10,18,18/10/2019,53.2,38,1008,10,8.7,14,28,57.9,50,0,0,0,0,0,289,176,62,11,7,0,4,7,9,1,7,2,0,1,0,1,1,0,0,0
3,2018,4,18,18/04/2018,43.9,26,1008.1,10,6.2,14,24.1,55,37,0,0,0,0,0,310,189,78,4,6,0,4,11,3,1,5,3,0,3,0,0,1,2,0,0
5,2018,3,16,16/03/2018,35.9,20.3,1005.6,10,8.4,14,26,48,32,0,0,0,0,0,374,195,89,19,14,0,7,17,9,2,3,7,3,6,0,0,2,0,1,0
7,2019,11,17,17/11/2019,35.8,15.8,1027.7,10,8.3,15.9,22,43,30,0,0,0,0,0,229,133,43,8,16,0,7,8,3,1,3,6,0,0,0,0,1,0,0,0
5,2016,3,18,18/03/2016,52,26.2,1009.2,10,7.1,17.1,35,63,45,0,0,0,0,0,231,95,62,10,15,0,12,15,2,1,7,3,0,3,3,1,1,1,0,0
3,2017,3,22,22/03/2017,39.7,11.2,1017.1,10,9.3,18.1,29.9,59,28.9,0,0,0,0,0,282,151,71,15,11,0,4,7,5,0,5,3,1,6,0,0,3,0,0,0
2,2016,11,22,22/11/2016,38.4,18.8,1014.8,10,9.5,19,34,41,36,0,0,0,0,0,348,188,86,11,15,0,2,19,8,3,4,1,3,4,1,0,1,2,0,0
3,2018,12,26,26/12/2018,36.8,21.4,1030,10,0,0,0,43,32,0,0,0,0,0,244,134,54,7,10,0,6,17,7,0,2,2,2,0,1,0,2,0,0,0
6,2019,2,16,16/02/2019,42.3,21.8,1009.1,10,0,0,0,59,34,0,0,0,0,0,284,159,62,12,8,0,10,12,5,2,4,2,0,7,0,0,1,0,0,0
6,2019,2,2,02/02/2019,23.3,5,1025.6,10,0,0,0,34,10.9,0,0,0,0,0,290,168,63,17,11,0,10,9,1,1,3,4,0,0,2,0,1,0,0,0
4,2018,12,27,27/12/2018,40.3,26.6,1034.2,10,0,0,0,44.1,32,0,0,0,0,0,283,171,60,12,8,0,5,8,2,2,3,2,1,5,0,1,3,0,0,0
2,2019,1,15,15/01/2019,29.3,12,1020.2,10,0,0,0,36,21.9,0,0,0,0,0,301,187,62,8,9,0,2,8,9,1,5,4,3,1,0,0,1,0,0,1
4,2018,10,18,18/10/2018,46.7,25.1,1024.3,10,0,0,0,61,42.1,0,0,0,0,0,361,212,78,10,7,0,11,20,7,3,6,0,0,5,0,1,1,0,0,0
3,2018,9,5,05/09/2018,82,71.7,1022.8,10,0.5,4.1,0,91.9,77,0,0,0,1,0,356,205,85,17,13,1,3,11,4,2,6,3,3,1,0,0,2,0,0,0
6,2019,8,3,03/08/2019,77.7,67.1,1016.9,10,2.8,5.1,0,86,73,0,0,0,0,0,258,143,51,8,14,1,9,10,7,2,3,6,0,1,2,0,1,0,0,0
6,2018,6,30,30/06/2018,83.1,59.4,1016.6,10,1.4,5.1,0,93,70,0,0,0,0,0,293,146,69,12,9,1,15,13,7,1,7,3,0,6,2,0,1,0,1,0
2,2017,10,3,03/10/2017,62.5,49.2,1034.9,10,2.5,5.1,0,73,52,0,0,0,0,0,317,181,85,9,9,1,1,15,2,1,3,2,0,5,0,0,2,0,1,0
2,2019,8,20,20/08/2019,80.4,66.1,1017.6,10,2.7,5.1,0,90,72,0,0,0,0,0,301,186,55,7,10,1,6,11,11,0,4,1,5,3,0,0,1,0,0,0
4,2018,9,20,20/09/2018,68.1,60.4,1021.9,10,1.8,5.1,0,72,64.9,0,0,0,1,0,294,194,47,7,6,1,6,12,2,3,8,1,2,1,0,1,3,0,0,0
3,2016,6,15,15/06/2016,73.2,46.9,1013.6,10,2.2,5.1,0,84.9,57.9,0,0,0,0,0,357,208,77,13,8,1,5,12,10,3,8,5,2,2,1,0,2,0,0,0
7,2019,12,8,08/12/2019,34,18.5,1032.3,10,2.3,6,0,42.1,28,0,0,0,0,0,214,114,45,8,14,1,10,8,4,2,2,2,0,2,0,1,1,0,0,0
7,2018,9,23,23/09/2018,62.9,51.9,1023.4,10,2.9,6,0,73.9,60.1,0,0,0,0,0,213,118,50,8,7,1,9,8,1,1,6,1,0,0,1,1,1,0,0,0
2,2019,11,5,05/11/2019,56,44.5,1022.4,10,2.6,6,0,61,41,0,0,0,0,0,203,133,26,11,11,1,5,4,6,2,1,1,0,0,1,0,1,0,0,0
7,2018,8,26,26/08/2018,74.8,62.8,1020.9,10,2.4,6,15.9,82.9,68,0,0,0,0,0,261,145,62,14,7,1,11,5,3,0,3,5,1,1,2,0,1,0,0,0
4,2017,7,6,06/07/2017,72.9,59.1,1020.2,10,3.2,6,0,84.9,70,0,0,0,0,0,285,148,75,14,7,1,2,20,7,1,8,0,1,0,0,0,1,0,0,0
1,2017,3,6,06/03/2017,33.5,5.8,1032.9,10,2.6,6,0,45,14,0,0,0,0,0,285,154,72,15,7,1,7,10,2,1,6,2,1,5,0,0,2,0,0,0
4,2017,7,27,27/07/2017,70.8,62.7,1017.2,10,2.4,6,0,78.1,64.9,0,0,0,1,0,281,154,77,8,13,1,2,7,8,2,5,0,2,0,0,0,2,0,0,0
5,2019,4,19,19/04/2019,66,56.5,1009.3,10,3.3,6,0,80.1,51.1,0,0,0,0,0,267,160,62,6,6,1,7,13,2,1,2,3,3,0,0,0,1,0,0,0
2,2019,8,27,27/08/2019,67.7,56.8,1018.9,10,2.8,6,0,75,61,0,0,0,0,0,258,173,42,7,4,1,2,10,5,2,3,5,1,0,0,2,1,0,0,0
2,2016,11,8,08/11/2016,52,30.6,1022.1,10,1.9,6,0,66,41,0,0,0,0,0,289,174,57,7,6,1,4,10,6,5,11,2,0,4,0,1,1,0,0,0
5,2017,11,24,24/11/2017,41.2,21.7,1016.4,10,2.9,7,15,50,30.9,0,0,0,0,0,235,123,51,11,10,1,6,12,8,0,2,3,1,3,0,3,1,0,0,0
7,2017,7,30,30/07/2017,72.4,51.4,1014.6,10,4.4,7,0,82,64,0,0,0,0,0,298,144,69,17,21,1,11,9,8,0,9,1,2,4,0,1,1,0,0,0
3,2019,9,4,04/09/2019,75.3,65.2,1014,10,3.1,7,0,87.1,66.9,0,0,0,0,0,277,170,65,14,5,1,2,10,3,0,2,1,0,2,0,1,1,0,0,0
2,2018,3,27,27/03/2018,39.8,21.8,1034,10,3.2,7,0,50,34,0,0,0,0,0,307,174,73,10,7,1,3,16,10,2,4,4,0,1,1,0,1,0,0,0
1,2019,6,24,24/06/2019,76.1,54.9,1011.4,10,2.2,7,0,84,64,0,0,0,0,0,343,201,80,9,9,1,8,9,9,3,7,1,1,0,1,3,1,0,0,0
7,2018,3,11,11/03/2018,37.7,18.8,1017.2,10,4.7,8,17.1,45,30.9,0,0,0,0,0,218,117,48,5,13,1,10,12,3,2,1,3,1,1,0,0,1,0,0,0
3,2019,3,27,27/03/2019,39.7,9.7,1031.6,10,4.8,8,18.1,48.9,33.1,0,0,0,0,0,270,138,73,7,12,1,4,12,9,1,3,4,2,3,0,0,1,0,0,0
5,2017,3,24,24/03/2017,43.3,20.2,1028.8,10,4.2,8,18.1,57,23,0,0,0,0,0,268,141,64,15,6,1,5,14,7,2,2,5,1,2,1,0,1,0,1,0
6,2019,6,15,15/06/2019,70.7,47.4,1017.9,10,3.6,8,19,81,57.9,0,0,0,1,0,288,154,67,18,12,1,7,4,3,3,7,8,2,0,1,0,1,0,0,0
5,2018,2,9,09/02/2018,29.9,14.7,1032.5,10,4.5,8.9,18.1,35.1,25,0,0,0,0,0,253,138,66,8,8,1,8,9,3,0,4,2,2,0,0,0,2,1,1,0
3,2016,12,21,21/12/2016,34.3,16.3,1021.5,10,3.2,8.9,17.1,39.9,30,0,0,0,0,0,319,179,75,13,11,1,2,15,8,5,4,2,3,0,0,0,1,0,0,0
6,2017,4,15,15/04/2017,56.8,36.6,1027.2,10,4.2,9.9,15.9,66,48,0,0,0,0,0,238,136,40,12,8,1,12,8,5,3,2,5,0,0,2,2,1,0,1,0
1,2017,2,27,27/02/2017,42.2,19.2,1027.1,10,6,9.9,15.9,53.1,35.1,0,0,0,0,0,236,145,50,6,5,1,6,7,5,0,4,2,0,2,1,1,1,0,0,0
1,2017,4,3,03/04/2017,55.3,30.8,1018,10,3.4,9.9,21,63,39.9,0,0,0,0,0,287,168,60,12,11,1,8,11,1,2,4,2,3,1,2,0,1,0,0,0
6,2019,10,5,05/10/2019,52,35.2,1029.4,10,5.2,11.1,24.1,66,45,0,0,0,0,0,274,143,66,10,10,1,10,14,1,1,7,2,2,5,0,1,1,0,0,0
6,2019,12,7,07/12/2019,36.6,18.2,1025.1,10,7.4,12,22.9,50,32,0,0,0,0,0,250,148,43,10,13,1,14,9,4,2,0,2,0,3,0,0,1,0,0,0
6,2018,3,17,17/03/2018,35.6,11.7,1010.1,10,7.9,12,21,48,27,0,0,0,0,0,277,150,56,16,12,1,11,9,6,3,4,3,2,3,0,0,1,0,0,0
2,2016,9,6,06/09/2016,76.7,59,1014.6,10,8.8,14,22,84,64.9,0,0,0,0,0,276,160,66,13,9,1,3,10,6,0,2,4,1,0,0,0,1,0,0,0
5,2019,10,11,11/10/2019,59.4,37.9,1020,10,8.3,15,25.1,71.1,53.1,0,0,0,0,0,280,168,66,6,11,1,2,12,5,1,1,4,1,0,0,1,1,0,0,0
5,2018,11,23,23/11/2018,22.3,1.7,1034.8,10,0,0,0,32,15.1,0,0,0,0,0,219,130,31,16,6,1,8,17,2,1,0,0,1,4,0,0,2,0,0,0
1,2019,1,28,28/01/2019,31.4,11.7,1017.4,10,0,0,0,45,24.8,0,0,0,0,0,271,171,49,9,12,1,4,8,8,0,2,0,2,0,0,2,2,1,0,0
1,2019,1,14,14/01/2019,26.7,11.2,1024.2,10,0,0,0,33.1,21.9,0,0,0,0,0,333,206,65,13,12,1,6,9,4,2,7,1,3,2,0,1,1,0,0,0
6,2019,7,27,27/07/2019,78.2,62.3,1023.8,10,2,6,0,88,69.1,0,0,0,0,0,287,170,60,12,9,1,7,14,4,1,5,2,0,0,1,0,0,0,1,0
6,2016,12,10,10/12/2016,31.5,15.4,1027.3,10,6.1,9.9,20,43,28,0,0,0,0,0,267,156,58,8,13,1,13,6,2,1,4,1,0,1,0,1,0,0,2,0
6,2019,2,23,23/02/2019,37.3,22.7,1030.8,10,0,0,0,44.1,32,0,0,0,0,0,210,129,37,13,3,1,7,10,3,0,4,2,0,0,0,0,0,0,1,0
